PlanId,BenefitName,Copay,Deductible,Coinsurance,CoverageLevel
766,Prescription,33.80811046587442,1310.0684243655603,21%,Family
771,Vision,26.916458977227073,2818.300549449143,25%,Family
158,Prescription,32.13106184456548,1619.4835526259287,25%,Individual
283,Vision,27.141339313662364,2623.7959744229593,30%,Family
349,Emergency,17.482454423036483,2806.8275187609433,27%,Family
150,Specialist,14.603356172952049,4147.746366317297,23%,Individual
632,Vision,16.52386553305746,3645.0701331188966,29%,Individual
726,Specialist,42.894956621125125,1025.1351746655605,21%,Individual
109,Mental Health,37.8586897698878,4157.98304745657,15%,Family
779,Dental,36.65358776209483,785.133728198223,10%,Individual
990,Primary Care,47.945806048967654,1305.465603513854,28%,Family
152,Vision,26.549336274526397,3117.281940755509,25%,Family
243,Prescription,20.590371355710197,4154.853569589235,23%,Family
578,Mental Health,39.16061572310171,646.9008736838668,25%,Family
213,Vision,35.82127727781234,2019.5597684931322,27%,Individual
658,Vision,30.365587259160453,4436.564630518009,26%,Family
978,Vision,19.8234554993282,635.334120769984,15%,Individual
431,Specialist,23.193596428498402,569.9284602603382,17%,Individual
87,Primary Care,10.521669781600803,4270.8290500301255,14%,Individual
298,Mental Health,23.278889712280883,1134.2534162121087,28%,Individual
606,Emergency,46.85013082676627,1436.316368618409,13%,Individual
424,Specialist,18.8930629145092,3112.2780429283953,22%,Individual
473,Specialist,15.556197639527468,3190.3617422476805,16%,Individual
35,Dental,22.13088573557593,1551.119377753262,12%,Family
867,Physical Therapy,21.545085854839556,2811.866939255349,20%,Individual
900,Prescription,25.487129422141777,4940.833741453536,12%,Family
461,Vision,31.76624562245688,2074.9028095165418,20%,Family
626,Dental,16.87990900325749,1285.2982853112078,23%,Individual
706,Vision,48.075253203721246,4157.667771337564,11%,Family
288,Prescription,18.76779453183659,2146.727665826307,19%,Family
911,Physical Therapy,48.13275262647978,1649.0442705312182,18%,Individual
115,Specialist,17.85365132064281,2416.149166679311,10%,Individual
357,Physical Therapy,41.1264405557112,2705.546936480694,26%,Family
935,Mental Health,19.57384852434076,4950.6149986349965,17%,Individual
798,Vision,37.96375051439417,3115.563998074092,21%,Family
799,Primary Care,19.60151299933065,2748.0885656028763,24%,Individual
4,Specialist,47.26967604471907,2243.0408959206616,14%,Individual
163,Primary Care,30.467211777113782,1255.722579399222,19%,Individual
333,Emergency,48.088879904811904,2371.3070640782544,24%,Family
161,Dental,31.526852913811048,3029.57057581574,17%,Family
340,Dental,31.72391171460031,3298.016919681081,19%,Individual
194,Emergency,17.316815144447453,3397.5238543858545,11%,Family
776,Emergency,37.854254718923116,2320.381892207907,11%,Family
715,Mental Health,35.949096482752054,4839.878859836446,28%,Family
864,Dental,11.161469580157345,1757.4478155498837,16%,Individual
991,Dental,48.0176328233279,4752.798282942478,22%,Family
397,Mental Health,22.26039001897903,4918.511929647135,21%,Individual
487,Mental Health,45.05980834869939,1148.581602595096,28%,Individual
343,Emergency,32.33525827406717,3548.100584043372,21%,Individual
239,Specialist,33.80821608801598,2246.887835997127,11%,Family
967,Emergency,22.166697428868414,3939.5987105665904,14%,Individual
846,Emergency,45.37982800030905,1238.9802748532966,15%,Family
667,Specialist,13.512717761911613,4679.201304382101,19%,Family
120,Vision,29.827097902690824,2880.8308105491737,18%,Family
572,Mental Health,31.441151005051523,1883.9473305173308,14%,Individual
947,Primary Care,48.81911375132063,4161.422962684264,18%,Family
261,Vision,45.311489009706605,4265.489723817625,30%,Individual
770,Mental Health,39.51461600735777,4094.5679756298523,30%,Family
279,Mental Health,23.449694358944292,1840.8303459537583,11%,Individual
393,Vision,13.204034007096999,4262.17151866377,30%,Family
852,Mental Health,47.582379897303355,2793.517220399543,25%,Family
439,Dental,26.203858151461198,2020.7586034900287,26%,Family
119,Vision,21.029889533752776,3592.0209020255215,12%,Individual
567,Dental,20.660556824388063,2901.330795217915,21%,Individual
752,Mental Health,37.22551766734949,688.4955912452826,25%,Individual
916,Specialist,17.38237662033816,3175.9771393826813,22%,Individual
893,Primary Care,26.161054351033624,2331.366559043803,14%,Individual
917,Emergency,37.27362898875389,1482.1753318716133,24%,Individual
777,Specialist,26.771522254425477,3790.4714185246976,15%,Family
719,Vision,12.676655657027705,2761.467249506637,27%,Individual
131,Specialist,47.914666817542496,3317.1585296141902,12%,Family
74,Primary Care,10.238463030128631,3184.4283501624323,27%,Family
596,Emergency,16.285404066975598,847.7291904651937,24%,Family
496,Primary Care,36.739649312849636,1524.2106285820487,21%,Individual
342,Mental Health,38.59035068421574,774.0386719041874,27%,Family
728,Primary Care,45.79882197503336,4918.830353170376,18%,Family
677,Emergency,27.37401251321034,4746.248266081029,18%,Family
899,Mental Health,28.83667458823357,1688.3575907875504,10%,Individual
64,Vision,20.460795022636947,3081.360036022094,17%,Family
114,Primary Care,16.74251824189772,4603.892050547707,19%,Family
965,Vision,18.79695677797919,4125.837558749847,26%,Individual
456,Specialist,47.676493323590236,646.4417306894169,12%,Family
546,Emergency,36.81697552188088,1408.512233698396,30%,Individual
634,Specialist,43.34451524062932,923.842271850707,22%,Family
822,Primary Care,18.51496278175558,3417.294867365784,28%,Family
821,Prescription,22.169165459886,3562.2101892214177,28%,Family
377,Mental Health,20.543399998403878,4292.915540689676,11%,Individual
367,Prescription,34.20474375158352,1474.252255113687,13%,Individual
417,Primary Care,49.9529026566103,4739.885630510513,15%,Family
120,Prescription,43.2319277491623,4214.34038930647,17%,Family
114,Emergency,29.14755708919556,2199.6837432972125,15%,Family
522,Dental,29.14628814830887,4968.30990469396,12%,Family
750,Physical Therapy,29.184032873110958,4122.429077433595,19%,Individual
606,Emergency,29.77370955588245,2037.3361118161877,13%,Family
121,Mental Health,37.88301766803212,2014.3459386449804,22%,Individual
558,Primary Care,35.44486898775229,1214.4543755489735,17%,Family
360,Primary Care,37.938287630836804,2814.5641621366035,30%,Family
740,Vision,14.320861365980978,1447.6192767243306,27%,Family
849,Primary Care,29.724150777518922,4578.705705492264,15%,Individual
693,Primary Care,21.03022688320968,3830.1039311366058,23%,Individual
791,Vision,36.61295674307836,4283.667740132239,17%,Individual
49,Vision,22.185925804717577,1866.7013421459155,19%,Individual
176,Vision,44.12260050912807,1168.517894829758,13%,Family
212,Dental,12.614495464986826,1274.110607267844,22%,Individual
691,Dental,44.0093979275878,4874.926023530798,28%,Individual
34,Emergency,11.949933111752582,4352.686552799267,27%,Family
505,Prescription,16.682907973953036,3301.5173882204904,16%,Family
789,Prescription,23.20851271667411,907.0564098831171,12%,Individual
704,Vision,40.637987741879876,3739.0882940335173,24%,Family
22,Vision,10.477337350256128,1826.48968321939,29%,Family
63,Mental Health,36.479181102250216,1129.8121629042112,16%,Family
845,Specialist,29.015220443281624,3083.0251026103033,15%,Family
338,Emergency,47.08698210795888,3450.4271238903452,16%,Individual
57,Mental Health,31.361833522535658,2650.3637048912633,25%,Family
689,Primary Care,40.080196252843834,2208.4923949932245,26%,Individual
702,Vision,48.22870640311563,4343.121779699548,11%,Individual
293,Prescription,35.36193389741359,4509.0495097375,29%,Family
490,Physical Therapy,23.780552834831642,4973.248259131592,15%,Family
247,Physical Therapy,22.20955058790529,4541.235218813534,25%,Family
180,Physical Therapy,35.04886704017021,863.9722590953177,28%,Individual
502,Mental Health,18.811309411360675,1303.8637451862946,26%,Individual
361,Physical Therapy,14.074920345185152,3293.485486324517,16%,Family
825,Prescription,20.89909700066762,2255.856351946888,27%,Family
422,Primary Care,23.141723306925478,3907.473049168806,12%,Individual
522,Emergency,20.303505176694607,2443.8859718493804,18%,Individual
545,Physical Therapy,36.045372904650264,4928.6862966545095,23%,Individual
816,Specialist,48.00409916444821,924.6753699598376,12%,Family
335,Physical Therapy,44.89459462073909,3660.728333773298,28%,Family
933,Primary Care,26.533350345339315,2189.0750040240705,24%,Individual
44,Primary Care,46.768377887466066,1923.9396950257442,19%,Individual
943,Physical Therapy,20.481314587410914,4230.1965450576945,16%,Individual
146,Vision,17.21681413468632,2378.9296956764597,15%,Family
234,Prescription,27.432455303831794,4225.676756061595,22%,Individual
460,Specialist,47.51929309802864,1658.0034188303941,10%,Family
965,Prescription,39.67674507895735,3781.117071857721,18%,Individual
834,Emergency,12.779168870710457,2888.506519097904,21%,Individual
171,Physical Therapy,43.043273444442036,1207.2920195936092,15%,Family
927,Vision,12.758785788205987,3466.7377027647776,28%,Family
941,Physical Therapy,32.45268445799922,2781.9005679783486,27%,Family
843,Primary Care,21.601548891057174,1541.61468578727,16%,Individual
175,Physical Therapy,46.03592953549612,2249.8134474280496,14%,Family
111,Mental Health,15.786183400025102,3369.336209533385,17%,Individual
584,Vision,48.82690445965104,4838.4835617648105,29%,Family
49,Physical Therapy,16.511912271260314,1910.9172564981718,22%,Individual
829,Dental,18.87105223541694,3710.0911417324046,13%,Family
909,Mental Health,38.75516017273792,2924.1814736278834,17%,Individual
844,Prescription,32.754061985155886,946.4326652448879,13%,Individual
191,Mental Health,30.02522854358366,2781.040072042679,20%,Individual
494,Emergency,39.1129471163282,3762.562822757958,21%,Family
235,Specialist,34.022108866092736,757.1204850176969,15%,Family
979,Physical Therapy,25.19973548591029,2366.556144817258,12%,Family
88,Mental Health,17.506298471238768,1398.6720091626867,14%,Family
713,Emergency,26.546447869869194,1474.7612509035193,27%,Family
904,Specialist,43.405182495736085,2745.8122352469254,22%,Family
67,Mental Health,18.409296995319842,4199.632098826738,25%,Family
838,Vision,34.395863087817744,3073.418100601567,20%,Individual
138,Mental Health,13.009713890942738,2661.370176370492,16%,Individual
913,Physical Therapy,45.24121501239991,1200.4759517191926,15%,Family
924,Specialist,31.366538335682893,2296.5340774708447,12%,Individual
723,Physical Therapy,39.81299600982946,3475.903537941447,16%,Individual
736,Mental Health,28.43676907590366,3508.0593994973847,26%,Individual
690,Primary Care,24.088042685407267,4013.7088394555803,17%,Family
905,Prescription,10.512093720075683,1532.725593448167,18%,Individual
65,Mental Health,28.518917184861422,3651.218699562866,17%,Family
766,Specialist,24.666039527242773,1889.9531547049348,25%,Individual
400,Vision,27.52841665529402,2767.186900882156,11%,Individual
34,Primary Care,10.10395862709904,4180.590297830076,22%,Family
687,Vision,42.55570324582124,3216.9769412259284,19%,Family
863,Emergency,35.14585899139952,4357.935583096125,12%,Individual
719,Primary Care,21.90791608600516,3393.6566085082886,22%,Individual
374,Primary Care,30.621779195838105,682.5378426106406,27%,Individual
352,Specialist,33.8596654782667,3256.739057771822,12%,Family
584,Mental Health,40.4566373600544,3381.4444765762305,30%,Family
367,Vision,12.469081161011815,2199.320629041905,26%,Family
532,Mental Health,10.598974421304206,4892.212421892809,26%,Individual
133,Primary Care,26.530006011350764,2220.896287125788,19%,Family
95,Mental Health,12.294139325901972,3001.795444884253,13%,Individual
176,Physical Therapy,12.093639295998425,3470.1260682775774,14%,Individual
358,Mental Health,43.29089147631865,4016.1126807641995,21%,Family
340,Emergency,43.54643011161705,778.0136497342461,23%,Individual
757,Mental Health,49.41916770312658,957.8128399197165,30%,Individual
828,Mental Health,29.475667639394693,1069.613223207351,22%,Family
722,Prescription,47.519534682711175,945.6934224504007,21%,Individual
542,Primary Care,46.300543197940016,2627.355665011273,28%,Individual
693,Emergency,12.538596836652367,3964.795940827501,20%,Family
343,Prescription,40.503475564200485,1511.6601709748657,16%,Individual
435,Vision,19.474217994955644,590.0850685453815,21%,Individual
150,Vision,41.47473848715844,741.7922949277231,22%,Family
346,Mental Health,19.062492004249407,830.5581081825306,21%,Individual
712,Prescription,24.92027290337202,552.9423884015971,12%,Individual
773,Vision,22.695925138470532,3156.9595113009836,12%,Family
535,Specialist,11.14224486694576,4099.693388328314,16%,Family
571,Prescription,43.14219137796991,3572.9133823212687,11%,Individual
102,Mental Health,40.55362802928943,2605.9114517059866,20%,Family
78,Mental Health,12.63766040747993,2933.5125036120057,10%,Individual
992,Primary Care,30.866428978155113,4320.431097736284,26%,Family
976,Physical Therapy,10.514150047206403,4103.083317181792,12%,Family
547,Emergency,37.24920614008675,3526.954527096077,13%,Individual
126,Emergency,36.58627820746922,2267.462161024346,15%,Family
213,Vision,29.21913628098435,2652.054864058246,15%,Individual
433,Vision,18.68580963642821,3688.388973662697,20%,Family
349,Primary Care,27.301578476706293,4283.136348564716,14%,Individual
822,Specialist,18.687044565819203,1400.675994491657,27%,Individual
527,Emergency,23.60065747742989,3589.175783482874,22%,Family
760,Dental,36.59136810355224,4652.917375368818,23%,Family
458,Vision,13.839332348226772,2242.948819492596,19%,Family
51,Physical Therapy,19.518248830752164,1863.2694702500519,26%,Individual
944,Physical Therapy,25.537687083011345,2197.1447281195688,15%,Family
546,Dental,27.535510200730002,1102.1736661018667,25%,Individual
258,Prescription,30.30438428218368,2468.7197154992355,10%,Family
217,Emergency,21.25033787202828,642.8762395843844,22%,Family
619,Specialist,13.066819153144955,3855.900695335563,30%,Individual
700,Prescription,48.443834598293826,1043.0515723873177,25%,Individual
784,Physical Therapy,25.844099148306455,4376.698272133987,11%,Individual
600,Physical Therapy,26.992991026099222,572.6854883273916,20%,Individual
753,Emergency,10.061216933362482,3655.156334516249,21%,Family
451,Prescription,40.48223160629298,1951.8710390639326,21%,Individual
154,Specialist,44.663165895354226,3329.9777421469876,21%,Individual
593,Dental,31.794968842600817,3901.881843850897,13%,Family
151,Vision,15.20915840719776,3039.78822191097,19%,Individual
549,Primary Care,27.79690198302707,1519.1212363332224,12%,Individual
164,Physical Therapy,18.254485048465096,4983.689128058677,19%,Individual
521,Mental Health,22.03776644671359,3060.2769710569796,24%,Individual
271,Primary Care,27.997253064569605,607.5258472903179,18%,Individual
112,Primary Care,39.05308103500504,1226.7020199287758,19%,Individual
449,Dental,49.75156948581529,1625.0745026924992,21%,Family
432,Mental Health,21.25983731865977,2663.5958620366096,24%,Family
304,Vision,29.715896364369797,3812.3264563308203,13%,Family
934,Vision,32.34212444423289,1237.5247227982331,18%,Family
572,Mental Health,15.010288225719904,4890.616044121639,23%,Family
161,Primary Care,40.510030287002635,4942.636401581424,20%,Individual
664,Dental,22.311289235899142,2579.0882091549306,20%,Family
22,Primary Care,25.188309902515385,1220.5063972043372,25%,Individual
496,Mental Health,31.344215224469796,2347.4345157158177,22%,Individual
782,Specialist,26.532930271814024,4146.841762596243,29%,Family
847,Dental,37.187336158753546,2205.2635116535043,16%,Family
347,Emergency,34.911181156874726,4273.511839599487,23%,Family
33,Prescription,35.338402595034786,1654.8532694678502,16%,Family
16,Prescription,48.33252835915266,1444.5654392833453,19%,Individual
43,Mental Health,46.56889430375521,1198.0564202247615,14%,Family
453,Dental,13.92311366517729,4563.584689601053,21%,Family
460,Dental,49.10227876627245,1151.5114563742422,20%,Family
982,Physical Therapy,34.276934161860396,1012.9197331103906,13%,Individual
694,Primary Care,36.778588203764144,984.4367960421087,24%,Family
705,Prescription,11.482115166783542,608.637182710653,29%,Individual
764,Specialist,38.34537468593858,2265.6861999009698,20%,Individual
85,Mental Health,49.10791839270371,4926.859788349238,20%,Individual
793,Primary Care,30.475876566291895,1510.0529150448479,24%,Individual
661,Prescription,42.43652294500245,4203.104471480798,15%,Family
869,Emergency,11.592920235056518,3429.457125897094,26%,Family
123,Physical Therapy,31.618987956987723,3590.4542046402953,13%,Individual
982,Dental,10.07423558650872,3203.370213953095,22%,Individual
890,Prescription,28.478967039046992,1200.6631256738315,29%,Individual
310,Physical Therapy,27.7319994419255,4036.399968256344,28%,Family
64,Primary Care,36.74370671330426,3739.430536291885,23%,Individual
746,Dental,39.49333590452241,3140.12902275751,15%,Family
531,Prescription,42.39082670868663,588.3992377497522,24%,Family
135,Dental,44.204132864060426,1925.3982670029757,20%,Family
670,Vision,30.9809558097188,2219.973421855739,15%,Individual
866,Vision,16.26795115699428,3665.276085970186,18%,Family
930,Prescription,39.929437709806784,756.7263503536951,10%,Family
588,Vision,10.10918291289427,2557.140506441056,14%,Family
662,Dental,45.54442977352987,4956.891052274976,10%,Individual
725,Dental,17.907501249933016,3608.9478051559095,25%,Individual
874,Dental,29.95587398554273,2014.299789876314,15%,Family
61,Dental,21.597817626651057,1222.1838637003966,22%,Family
117,Dental,46.58117287374473,2815.8393081579247,28%,Family
139,Prescription,10.542312335322798,3143.7597688233495,13%,Individual
719,Dental,24.235389258733107,1363.087885638997,24%,Individual
936,Primary Care,20.825376624470525,1693.8429504867827,28%,Family
1000,Specialist,22.367875441294586,1896.0904506914171,18%,Individual
263,Specialist,24.683388554174584,3931.48157857012,23%,Individual
673,Mental Health,15.183229997302078,2573.4755003397236,24%,Individual
543,Dental,20.52142021380531,3111.5384434871726,17%,Family
164,Prescription,10.211063763444086,3497.740747321432,25%,Family
244,Vision,14.732057461297634,2952.0786645704907,18%,Family
145,Prescription,25.66878463584804,2383.710441328382,26%,Family
386,Specialist,21.84456349923078,2873.6290388188395,29%,Individual
539,Vision,11.459795620077369,3483.5603172643387,18%,Family
53,Emergency,27.65352474264232,4225.996726432148,20%,Family
955,Physical Therapy,13.010032408759349,4395.983429103853,26%,Family
24,Vision,19.52757249884497,3498.5400495790177,23%,Individual
689,Dental,20.929950661072635,4756.284784430519,26%,Individual
483,Mental Health,12.568628093279045,4893.274019131826,23%,Family
141,Primary Care,18.51961110376603,2772.4707161252695,13%,Family
722,Mental Health,22.4974869707089,1231.248574802412,29%,Family
198,Mental Health,48.79255439975316,2106.644278427364,22%,Family
594,Emergency,19.94278409983221,2939.8536489226794,20%,Individual
521,Emergency,48.82583994326264,3950.8719566166023,23%,Family
424,Physical Therapy,10.671644227647565,4805.199011753229,14%,Family
275,Physical Therapy,40.33431855023933,3197.034034467801,10%,Individual
751,Physical Therapy,33.73585055970889,4661.378086074027,21%,Individual
886,Dental,38.75179049837223,834.9436661966043,28%,Family
838,Dental,47.22301609948438,1787.2902368593586,24%,Family
583,Vision,22.44698558967208,2657.7515369707435,22%,Individual
696,Vision,13.951795471120256,2562.7266661721683,16%,Individual
813,Mental Health,20.957158151103545,2730.199254858737,17%,Individual
580,Prescription,12.76814941494877,4276.645980319771,20%,Family
270,Prescription,37.97279247186498,4918.315698391536,29%,Individual
329,Mental Health,30.09519475888557,2951.3450159771346,12%,Individual
774,Prescription,14.53427557559606,2661.702257084771,23%,Family
993,Physical Therapy,15.524411561264726,3552.028848719466,29%,Individual
201,Dental,32.43031957259065,2687.936580086106,12%,Individual
419,Specialist,30.574902043955248,4182.5387047678505,29%,Family
956,Emergency,17.053415539639573,3940.7623266211986,13%,Individual
401,Dental,21.736622215016492,1809.002107724946,20%,Individual
338,Specialist,42.185006810357834,2148.7064296615827,28%,Individual
464,Mental Health,48.96525016365015,1654.2761487282175,19%,Family
995,Vision,31.54159062747006,1107.7381046279968,29%,Individual
576,Mental Health,35.91121703804363,3674.971709635315,25%,Family
883,Vision,37.31359646505839,2632.1966659464324,20%,Individual
301,Primary Care,45.368572817041574,1545.8158809423644,11%,Family
25,Emergency,12.932396896974678,3095.3878315373327,19%,Individual
84,Specialist,29.132912656640112,3900.7846707612443,16%,Individual
431,Specialist,35.34597449802432,3257.968676624694,20%,Family
949,Prescription,26.82958804530264,3457.528795441128,27%,Family
313,Emergency,40.20163271110678,3830.6328616146156,11%,Individual
306,Emergency,25.314981982840447,4134.559561120657,12%,Family
198,Dental,43.48467266421255,2880.44650193067,20%,Individual
506,Emergency,28.08104312932294,1046.729216268221,21%,Family
929,Emergency,22.312252826452553,3123.4237811234325,10%,Family
947,Dental,37.46637878947682,983.5800406941426,30%,Individual
329,Prescription,32.31335487028156,4555.037870580399,16%,Individual
603,Dental,39.12983722623603,2339.577670921242,10%,Family
351,Primary Care,22.617082427096125,1065.8659477721758,23%,Family
826,Mental Health,41.555987529781916,3821.97617933823,26%,Family
57,Vision,34.49077293111059,3963.3950610874112,16%,Family
589,Dental,41.38462562096706,4941.2182454943595,14%,Individual
181,Vision,34.94591521869826,4332.68703726709,13%,Individual
998,Primary Care,45.86909062889275,4579.6024452559495,20%,Individual
959,Prescription,17.56060891871737,4225.37553741827,28%,Individual
698,Primary Care,28.680557148667553,724.8995654907844,13%,Individual
298,Prescription,45.15499894805788,1480.8074528099148,12%,Family
647,Mental Health,16.27188531629033,4470.6199692100945,17%,Individual
435,Physical Therapy,16.465851667276787,4873.5081309065945,27%,Individual
557,Vision,41.75149960072999,4692.630583839502,25%,Family
838,Physical Therapy,36.907294615718804,1214.6576603119984,14%,Family
775,Dental,12.766848115270104,1145.4121813725892,18%,Individual
690,Emergency,22.809860954642623,4012.5788228782894,25%,Individual
548,Emergency,31.716074997526505,3938.385600183729,27%,Individual
492,Emergency,21.328935283324224,4014.092637662523,23%,Individual
823,Emergency,35.99518563820374,1323.6455415805221,20%,Family
353,Emergency,37.81666685199722,4902.38793513399,12%,Family
761,Prescription,28.551436592868598,4508.227374290422,13%,Family
810,Physical Therapy,15.118347214652253,4160.458371366865,10%,Individual
844,Dental,22.074942284110804,3085.5708958580235,12%,Individual
973,Dental,15.891958735229963,4459.761311505947,12%,Family
14,Vision,48.37979333053157,564.282873210999,11%,Family
478,Primary Care,13.482008835202972,2615.3722954274594,11%,Family
441,Dental,48.41978980562614,3632.3323517160334,20%,Family
630,Specialist,23.058201565648638,1096.646958142991,20%,Family
826,Prescription,34.61304213509205,4445.752291481573,19%,Individual
523,Emergency,24.73188336679861,756.2395236082734,19%,Family
849,Emergency,10.080316942570917,876.133979068271,30%,Family
289,Primary Care,36.349322662225404,868.153561316411,19%,Family
422,Dental,10.119105992561668,1029.9819129201296,17%,Family
204,Vision,24.953484104194604,3044.4680089417016,25%,Family
751,Physical Therapy,30.126276126505683,4027.177099186513,12%,Individual
275,Vision,44.21034018275962,4104.096034787899,15%,Individual
45,Specialist,24.128030956843972,4028.1903035614882,23%,Individual
643,Vision,21.86417087074605,4061.430864888384,18%,Family
310,Physical Therapy,48.80449091773938,618.8459619140611,11%,Individual
694,Physical Therapy,41.33224560661572,4486.618240128732,24%,Individual
564,Mental Health,37.31240398357154,981.5285498675355,29%,Family
70,Prescription,11.063210038891032,4665.380678694598,20%,Family
385,Vision,46.70350292831583,2707.3511012763115,18%,Individual
17,Vision,12.332815103389322,2046.6865609408053,29%,Individual
596,Specialist,17.93889339534637,1872.1324156762987,29%,Family
684,Emergency,48.65239226754691,4531.588767899827,24%,Individual
715,Mental Health,15.545522079240168,899.434675990026,11%,Family
337,Specialist,28.797327808436215,4156.378545202128,24%,Family
222,Dental,39.55104425703506,3756.462648435136,24%,Family
162,Emergency,25.675220240141932,565.1242685714483,14%,Individual
451,Prescription,38.378576148022525,4523.972784921924,29%,Individual
73,Specialist,48.10240279017381,2074.032932795385,29%,Individual
546,Dental,45.42863477951326,2386.4987334564016,12%,Individual
630,Prescription,39.29933843900089,1587.1746924627669,20%,Family
115,Physical Therapy,35.82070816566708,3411.5606511627257,25%,Individual
451,Vision,44.92213987642764,1781.3234464306029,15%,Family
37,Physical Therapy,24.678758312105238,4785.623388077544,12%,Family
18,Dental,29.914318464056908,4665.404844057051,20%,Family
144,Dental,43.17039925958103,967.1647060038325,23%,Family
309,Vision,33.4242228927951,3802.158289404923,23%,Family
370,Dental,40.29005112597142,1074.3374116275177,22%,Individual
432,Prescription,15.838387632029193,3576.599061257214,30%,Family
669,Mental Health,22.968683299238847,3457.4668203407177,12%,Family
48,Primary Care,18.83104710974155,968.0506857074515,28%,Individual
799,Prescription,44.9230499293442,4793.884161867627,18%,Family
835,Emergency,41.86167847651888,2480.2817463562537,12%,Family
855,Prescription,28.576952284145953,840.2286493475349,22%,Family
760,Mental Health,22.3121505935979,1416.05702929461,22%,Family
97,Prescription,44.58470739088461,2844.149883213957,14%,Family
471,Emergency,39.02272480314037,3423.4598849070135,16%,Individual
651,Primary Care,33.761135586132625,3552.357209954064,15%,Family
661,Primary Care,26.946671090531986,2029.7434378276696,30%,Individual
140,Mental Health,21.865640321055487,4387.033153126247,21%,Family
603,Prescription,32.650499515050114,3179.1409702670444,21%,Family
256,Emergency,20.581365367407937,4235.226004996235,22%,Individual
10,Vision,37.01998743624601,3049.74858615755,13%,Family
70,Primary Care,39.625857807076656,837.413055428316,23%,Individual
919,Emergency,21.317745415802566,1039.614276542681,21%,Family
522,Emergency,13.111906290479695,3036.6173644357655,27%,Family
426,Specialist,45.80723839598527,1392.0432811207988,24%,Individual
515,Prescription,19.727059549326917,1761.733804599338,13%,Individual
15,Primary Care,36.467718316020466,3463.4366387438818,26%,Family
418,Primary Care,37.43244893514936,1037.2833968469808,18%,Individual
534,Emergency,22.44680059341567,3555.098023186296,18%,Individual
933,Physical Therapy,42.17731312695709,3292.29930078114,27%,Individual
64,Primary Care,39.05524933255126,3454.596771261994,19%,Individual
301,Physical Therapy,26.134009733312023,2071.544582950537,20%,Family
692,Mental Health,14.685448879895254,825.9398807135233,13%,Family
624,Specialist,25.81318297422747,3836.9316978956817,27%,Individual
663,Mental Health,12.72112557615674,4605.86052731899,27%,Individual
985,Vision,38.14874303323114,1445.3692243926503,18%,Individual
132,Physical Therapy,21.17588304947342,3683.344681886995,27%,Individual
29,Specialist,26.76363835489105,1588.1093847736054,16%,Individual
126,Mental Health,42.13984728380411,1723.007341818671,17%,Individual
927,Primary Care,10.237174618622928,4115.860578044054,17%,Family
950,Primary Care,27.837558362230574,637.4319233244632,20%,Individual
50,Primary Care,45.87634831305081,1862.2320209877446,13%,Individual
103,Mental Health,46.7909002733547,2717.853220648657,24%,Family
194,Vision,30.785280503966025,2540.6735915999834,14%,Family
161,Primary Care,37.5251273426791,649.7119057612579,18%,Individual
197,Physical Therapy,31.240198449253743,2443.2830721550854,21%,Family
169,Specialist,25.352306712422035,4588.534585559308,17%,Individual
975,Emergency,16.64926306576513,4639.127243863824,21%,Individual
22,Mental Health,10.205762007633421,2161.6829500950685,23%,Family
990,Primary Care,28.26345826712208,1594.8842736530185,19%,Individual
344,Emergency,18.34247323955305,4202.726590848059,22%,Individual
784,Physical Therapy,48.92844596453948,1630.4521445790735,26%,Family
466,Specialist,30.307325539679866,3626.8112031287883,22%,Individual
751,Primary Care,38.65365694935415,4753.599776869033,19%,Individual
907,Specialist,37.52146450611907,3859.9661220127573,14%,Family
3,Vision,47.63771177192005,3480.6716626126595,24%,Family
432,Specialist,39.83665393413947,1220.9049283019835,20%,Individual
731,Vision,28.02246763336935,1613.469862102061,20%,Individual
636,Prescription,35.93778072879128,2016.0174901712219,22%,Individual
456,Mental Health,47.82637915236621,4955.680986160538,30%,Individual
715,Dental,49.865059873851195,1821.792750978624,26%,Individual
926,Prescription,13.751803401024025,1781.1753356137322,15%,Family
665,Mental Health,42.979910597624716,3998.7989954762284,27%,Individual
43,Vision,47.06515158678244,4917.25856783424,23%,Family
73,Dental,10.639229822182195,2605.8744556725323,11%,Family
796,Specialist,31.644646929206605,1632.1272316865122,20%,Family
395,Specialist,14.02600422373379,1244.2977224946885,22%,Individual
693,Dental,35.02552560161742,2032.9721925428541,16%,Family
312,Vision,28.222703143156053,1418.8934768559523,24%,Individual
270,Physical Therapy,22.975300275361462,4674.834800281679,30%,Individual
238,Vision,41.771931507835006,1692.2515602984074,23%,Individual
421,Mental Health,37.26180771134111,4290.5788486769725,15%,Family
511,Primary Care,28.909103331593474,2683.501129023465,25%,Individual
574,Emergency,35.35643689222811,2198.4123419544057,17%,Individual
298,Dental,12.168806248389306,3530.467254841531,12%,Family
856,Dental,49.546337623876035,4066.2669421739274,11%,Individual
433,Physical Therapy,15.251988175916171,701.1123398294347,18%,Family
934,Emergency,22.414856267938394,1716.9196775876298,18%,Family
726,Prescription,49.443595101718365,2191.5055372933157,15%,Individual
600,Dental,27.203562237006548,3866.859318686666,16%,Individual
608,Primary Care,30.23036267361809,2402.138696273102,20%,Family
918,Emergency,47.198008849951954,3241.211671252543,13%,Individual
740,Vision,27.52856127264083,2552.063951042671,22%,Family
